,No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station
188,33837,2017,1,8,20,21.0,21.0,12.0,46.0,600.0,48.0,4.9,1018.2,-10.8,0.0,NNW,2.6,Aotizhongxin
189,33838,2017,1,8,21,15.0,15.0,11.0,39.0,500.0,50.0,3.8,1018.7,-11.0,0.0,N,2.5,Aotizhongxin
190,33839,2017,1,8,22,13.0,13.0,7.0,25.0,300.0,65.0,3.5,1019.6,-11.7,0.0,NNW,2.5,Aotizhongxin
191,33840,2017,1,8,23,10.0,10.0,7.0,27.0,300.0,59.0,2.7,1020.7,-11.6,0.0,N,3.2,Aotizhongxin
192,33841,2017,1,9,0,10.0,10.0,6.0,33.0,300.0,50.0,2.4,1021.4,-12.7,0.0,NNW,4.3,Aotizhongxin
193,33842,2017,1,9,1,8.0,8.0,5.0,33.0,200.0,45.0,1.6,1021.7,-13.4,0.0,NNW,4.2,Aotizhongxin
194,33843,2017,1,9,2,9.0,9.0,4.0,36.0,300.0,39.0,1.2,1022.7,-13.0,0.0,NNW,3.2,Aotizhongxin
195,33844,2017,1,9,3,11.0,11.0,5.0,32.0,300.0,42.0,0.6,1023.4,-13.1,0.0,NNW,3.5,Aotizhongxin
196,33845,2017,1,9,4,6.0,6.0,4.0,20.0,300.0,79.0,0.0,1023.8,-13.3,0.0,NW,3.6,Aotizhongxin
197,33846,2017,1,9,5,6.0,6.0,4.0,28.0,200.0,49.0,-0.2,1024.1,-13.5,0.0,NW,3.4,Aotizhongxin
198,33847,2017,1,9,6,10.0,10.0,3.0,27.0,300.0,50.0,-0.5,1024.1,-13.8,0.0,NW,4.6,Aotizhongxin
199,33848,2017,1,9,7,11.0,11.0,3.0,30.0,300.0,45.0,-1.0,1024.7,-14.2,0.0,NW,1.8,Aotizhongxin
200,33849,2017,1,9,8,9.0,9.0,6.0,35.0,400.0,39.0,-1.175,1024.75,-14.4,0.0,NE,1.9,Aotizhongxin
201,33850,2017,1,9,9,16.0,16.0,6.0,28.0,400.0,47.0,-1.1,1025.0,-14.2,0.0,NE,3.9,Aotizhongxin
202,33851,2017,1,9,10,13.0,13.0,7.0,23.0,500.0,54.0,-0.225,1025.0,-14.4,0.0,NE,4.3,Aotizhongxin
203,33852,2017,1,9,11,12.0,12.0,6.0,20.0,400.0,60.0,0.575,1025.0,-14.4,0.0,NE,3.1,Aotizhongxin
204,33853,2017,1,9,12,17.0,17.0,4.0,14.0,400.0,79.0,1.575,1024.25,-14.2,0.0,NW,0.9,Aotizhongxin
205,33854,2017,1,9,13,7.0,7.0,4.0,20.0,400.0,65.0,2.85,1022.75,-14.3,0.0,SW,2.2,Aotizhongxin
206,33855,2017,1,9,14,15.0,15.0,4.0,34.0,500.0,56.0,3.7,1021.6,-14.0,0.0,SW,3.5,Aotizhongxin
207,33856,2017,1,9,15,17.0,43.0,6.0,34.0,500.0,58.0,3.9,1020.66666666667,-14.1,0.0,SW,3.4,Aotizhongxin
208,33857,2017,1,9,16,34.0,34.0,9.0,38.0,700.0,60.0,3.825,1020.0,-13.3,0.0,SW,3.7,Aotizhongxin
209,33858,2017,1,9,17,37.0,50.0,7.0,55.0,900.0,38.0,2.7,1020.0,-12.2,0.0,SW,4.0,Aotizhongxin
210,33859,2017,1,9,18,50.0,62.0,7.0,59.0,800.0,31.0,1.275,1020.0,-10.3,0.0,SW,2.7,Aotizhongxin
211,33860,2017,1,9,19,62.0,79.0,5.0,63.0,1100.0,30.0,0.275,1020.0,-9.7,0.0,SW,2.0,Aotizhongxin
212,33861,2017,1,9,20,87.0,114.0,5.0,78.0,1300.0,17.0,-0.375,1020.0,-9.5,0.0,SW,3.8,Aotizhongxin
213,33862,2017,1,9,21,114.0,126.0,5.0,86.0,1600.0,10.0,-0.35,1020.0,-7.9,0.0,SW,3.3,Aotizhongxin
214,33863,2017,1,9,22,127.0,132.0,5.0,91.0,1700.0,4.0,-0.425,1020.0,-7.3,0.0,SW,5.5,Aotizhongxin
215,33864,2017,1,9,23,120.0,120.0,5.0,95.0,1800.0,2.0,-0.525,1020.25,-7.1,0.0,NW,2.8,Aotizhongxin
216,33865,2017,1,10,0,51.0,105.0,13.0,89.0,1300.0,2.0,-0.55,1021.0,-7.8,0.0,NW,1.9,Aotizhongxin
217,33866,2017,1,10,1,70.0,70.0,16.0,96.0,1800.0,2.0,0.575,1021.75,-11.1,0.0,NW,4.8,Aotizhongxin
218,33867,2017,1,10,2,19.0,19.0,4.0,44.0,600.0,34.0,1.525,1022.75,-17.2,0.0,NE,2.9,Aotizhongxin
219,33868,2017,1,10,3,7.0,7.0,2.0,17.0,200.0,61.0,0.4,1023.75,-15.7,0.0,NW,4.8,Aotizhongxin
220,33869,2017,1,10,4,5.0,20.0,3.0,29.0,300.0,38.0,-0.875,1025.0,-16.7,0.0,NW,5.6,Aotizhongxin
221,33870,2017,1,10,5,10.0,10.0,5.0,43.0,300.0,35.0,-1.45,1025.0,-17.0,0.0,NW,4.1,Aotizhongxin
222,33871,2017,1,10,6,10.0,10.0,3.0,33.0,300.0,44.0,-1.475,1025.0,-17.5,0.0,NW,3.6,Aotizhongxin
223,33872,2017,1,10,7,11.0,11.0,5.0,27.0,300.0,52.0,-1.4125,1026.0,-17.3,0.0,NW,2.3,Aotizhongxin
224,33873,2017,1,10,8,8.0,8.0,4.0,34.0,300.0,45.0,-0.225,1022.0,-13.0,0.0,NW,2.6,Aotizhongxin
225,33874,2017,1,10,9,3.0,6.0,5.0,35.0,400.0,46.0,-1.075,1027.5,-17.2,0.0,NW,2.4,Aotizhongxin
226,33875,2017,1,10,10,6.0,6.0,3.0,24.0,300.0,60.0,0.0666666666666667,1028.0,-17.8,0.0,NW,4.3,Aotizhongxin
227,33876,2017,1,10,11,3.0,6.0,2.0,12.0,300.0,73.0,0.95,1028.0,-19.0,0.0,NW,5.6,Aotizhongxin
228,33877,2017,1,10,12,3.0,6.0,2.0,9.0,200.0,78.0,2.2,1026.75,-19.4,0.0,NW,5.3,Aotizhongxin
229,33878,2017,1,10,13,3.0,6.0,2.0,6.0,300.0,38.0,2.825,1025.75,-19.5,0.0,NW,5.0,Aotizhongxin
230,33879,2017,1,10,14,3.0,6.0,12.0,6.0,900.0,69.0,3.85,1024.5,-19.7,0.0,NW,4.3,Aotizhongxin
231,33880,2017,1,10,15,3.0,6.0,12.0,51.0,300.0,70.0,4.48,1024.0,-20.7,0.0,W,2.0,Aotizhongxin
232,33881,2017,1,10,16,5.0,6.0,4.0,51.0,300.0,65.0,4.05,1024.0,-16.1,0.0,SW,3.4,Aotizhongxin
233,33882,2017,1,10,17,7.0,9.0,4.0,19.0,400.0,38.0,2.35,1025.0,-14.9,0.0,SW,2.7,Aotizhongxin
234,33883,2017,1,10,18,8.0,17.0,5.0,34.0,500.0,48.0,-0.225,1022.0,-13.0,0.0,SW,2.0,Aotizhongxin
235,33884,2017,1,10,19,13.0,50.0,7.0,59.0,700.0,27.0,0.5,1026.0,-13.4,0.0,SW,1.7,Aotizhongxin
236,33885,2017,1,10,20,81.0,108.0,15.0,88.0,1300.0,15.0,-0.075,1026.0,-12.6,0.0,SW,1.5,Aotizhongxin
237,33886,2017,1,10,21,91.0,98.0,13.0,96.0,1400.0,13.0,-0.525,1026.0,-12.0,0.0,SW,0.6,Aotizhongxin
238,33887,2017,1,10,22,84.0,103.0,13.0,94.0,1500.0,11.0,-1.425,1026.0,-11.8,0.0,SW,1.6,Aotizhongxin
239,33888,2017,1,10,23,87.0,103.0,19.0,95.0,1500.0,10.0,-1.5,1026.0,-11.8,0.0,SW,1.9,Aotizhongxin
240,33889,2017,1,11,0,91.0,105.0,34.0,95.0,1600.0,11.0,-2.33333333333333,1026.0,-11.7,0.0,SW,1.3,Aotizhongxin
241,33890,2017,1,11,1,94.0,105.0,42.0,93.0,1800.0,12.0,-3.625,1025.0,-11.8,0.0,SW,1.0,Aotizhongxin
242,33891,2017,1,11,2,97.0,102.0,42.0,89.0,1600.0,13.0,-4.4,1025.0,-11.8,0.0,SW,1.3,Aotizhongxin
243,33892,2017,1,11,3,112.0,150.0,29.0,104.0,3100.0,14.0,-4.95,1025.0,-12.1,0.0,SW,1.2,Aotizhongxin
244,33893,2017,1,11,4,98.0,128.0,29.0,106.0,3500.0,38.0,-4.775,1024.25,-11.8,0.0,NE,0.5,Aotizhongxin
245,33894,2017,1,11,5,68.0,87.0,32.0,97.0,2800.0,11.0,-5.15,1023.25,-11.5,0.0,SE,1.4,Aotizhongxin
246,33895,2017,1,11,6,60.0,75.0,30.0,95.0,2500.0,9.0,-5.225,1023.0,-11.6,0.0,N,1.7,Aotizhongxin
247,33896,2017,1,11,7,33.0,40.0,18.0,78.0,1500.0,4.0,-5.625,1023.0,-11.4,0.0,NE,0.5,Aotizhongxin
248,33897,2017,1,11,8,28.0,28.0,12.0,73.0,1100.0,4.0,-5.975,1023.0,-11.0,0.0,NE,0.3,Aotizhongxin
249,33898,2017,1,11,9,20.0,29.0,15.0,68.0,1100.0,9.0,-5.1,1023.0,-10.6,0.0,NE,0.2,Aotizhongxin
250,33899,2017,1,11,10,32.0,54.0,17.0,78.0,1800.0,9.0,-1.85,1023.0,-9.7,0.0,NE,1.2,Aotizhongxin
251,33900,2017,1,11,11,3.0,6.0,19.0,51.0,2100.0,14.0,0.625,1023.0,-10.0,0.0,NW,1.1,Aotizhongxin
252,33901,2017,1,11,12,3.0,6.0,20.0,81.0,1800.0,22.0,2.575,1021.75,-10.8,0.0,SE,0.7,Aotizhongxin
253,33902,2017,1,11,13,39.0,50.0,29.0,86.0,1800.0,25.0,4.4,1020.5,-10.8,0.0,SW,1.5,Aotizhongxin
254,33903,2017,1,11,14,37.0,37.0,29.0,68.0,1300.0,35.0,6.04,1019.2,-11.4,0.0,SW,2.5,Aotizhongxin
255,33904,2017,1,11,15,46.0,52.0,16.0,84.0,1200.0,41.0,6.4,1019.0,-11.8,0.0,SW,1.5,Aotizhongxin
256,33905,2017,1,11,16,50.0,60.0,26.0,89.0,1300.0,21.0,6.525,1018.0,-12.4,0.0,SW,1.9,Aotizhongxin
257,33906,2017,1,11,17,66.0,103.0,30.0,111.0,1500.0,22.0,5.625,1018.5,-12.5,0.0,SW,1.5,Aotizhongxin
258,33907,2017,1,11,18,58.0,66.0,27.0,94.0,1300.0,21.0,3.6,1019.0,-12.2,0.0,SW,1.3,Aotizhongxin
259,33908,2017,1,11,19,38.0,60.0,29.0,78.0,900.0,35.0,1.475,1019.0,-11.3,0.0,NW,1.0,Aotizhongxin
260,33909,2017,1,11,20,36.0,29.0,22.0,74.0,800.0,28.0,0.05,1019.0,-11.1,0.0,SW,1.5,Aotizhongxin
261,33910,2017,1,11,21,31.0,32.0,20.0,73.0,800.0,30.0,0.4,1020.0,-10.4,0.0,SW,0.9,Aotizhongxin
262,33911,2017,1,11,22,22.0,43.0,12.0,88.0,1000.0,16.0,-0.175,1020.0,-10.7,0.0,SE,1.0,Aotizhongxin
263,33912,2017,1,11,23,22.0,53.0,25.0,104.0,1000.0,8.0,-0.175,1020.0,-11.3,0.0,NE,1.4,Aotizhongxin
264,33913,2017,1,12,0,31.0,38.0,24.0,88.0,800.0,13.0,1.25,1020.0,-12.8,0.0,NE,1.8,Aotizhongxin
265,33914,2017,1,12,1,26.0,35.0,19.0,96.0,700.0,14.0,-0.475,1020.0,-12.4,0.0,NE,1.2,Aotizhongxin
266,33915,2017,1,12,2,23.0,44.0,17.0,85.0,600.0,10.0,-1.0,1019.0,-12.5,0.0,NE,1.6,Aotizhongxin
267,33916,2017,1,12,3,26.0,49.0,15.0,83.0,900.0,13.0,-1.95,1019.5,-12.5,0.0,NW,0.7,Aotizhongxin
268,33917,2017,1,12,4,31.0,50.0,21.0,99.0,800.0,36.0,-2.1,1019.25,-12.1,0.0,NE,0.2,Aotizhongxin
269,33918,2017,1,12,5,32.0,36.0,17.0,91.0,800.0,3.0,-1.675,1019.0,-12.1,0.0,NE,2.8,Aotizhongxin
270,33919,2017,1,12,6,22.0,38.0,16.0,79.0,700.0,12.0,0.975,1018.25,-12.7,0.0,NE,2.3,Aotizhongxin
271,33920,2017,1,12,7,19.0,32.0,18.0,44.0,500.0,45.0,0.275,1018.75,-12.8,0.0,NW,1.0,Aotizhongxin
272,33921,2017,1,12,8,16.0,44.0,16.0,63.0,600.0,35.0,-1.1,1019.0,-12.7,0.0,NE,1.3,Aotizhongxin
273,33922,2017,1,12,9,26.0,59.0,17.0,61.0,600.0,37.0,-1.05,1019.0,-11.7,0.0,SE,1.1,Aotizhongxin
274,33923,2017,1,12,10,27.0,41.0,10.0,32.0,500.0,60.0,1.15,1019.0,-11.1,0.0,SW,2.3,Aotizhongxin
275,33924,2017,1,12,11,20.0,41.0,16.0,23.0,400.0,78.0,2.48,1019.0,-11.3,0.0,SW,2.2,Aotizhongxin
276,33925,2017,1,12,12,25.0,36.0,14.0,26.0,500.0,83.0,3.66666666666667,1018.0,-11.4,0.0,SW,3.4,Aotizhongxin
277,33926,2017,1,12,13,45.0,73.0,24.0,45.0,700.0,66.0,4.1,1017.25,-12.0,0.0,NW,3.4,Aotizhongxin
278,33927,2017,1,12,14,84.0,80.0,30.0,73.0,1200.0,62.0,5.04,1015.6,-12.6,0.0,SW,4.5,Aotizhongxin
279,33928,2017,1,12,15,80.0,98.0,28.0,75.0,1400.0,66.0,5.3,1015.0,-12.1,0.0,SW,4.1,Aotizhongxin
280,33929,2017,1,12,16,94.0,92.0,35.0,87.0,1500.0,48.0,5.15,1014.0,-12.0,0.0,SW,3.7,Aotizhongxin
281,33930,2017,1,12,17,97.0,104.0,34.0,101.0,1600.0,34.0,4.325,1014.0,-11.7,0.0,SW,1.9,Aotizhongxin
282,33931,2017,1,12,18,93.0,116.0,31.0,106.0,1800.0,30.0,2.9,1014.0,-11.5,0.0,SW,1.5,Aotizhongxin
283,33932,2017,1,12,19,121.0,136.0,27.0,108.0,2000.0,33.0,1.775,1014.25,-10.9,0.0,SW,1.5,Aotizhongxin
284,33933,2017,1,12,20,108.0,128.0,29.0,115.0,1900.0,17.0,0.975,1015.0,-10.7,0.0,SW,0.7,Aotizhongxin
285,33934,2017,1,12,21,33.0,67.0,5.0,32.0,400.0,80.0,-0.25,1015.0,-10.5,0.0,SW,1.1,Aotizhongxin
286,33935,2017,1,12,22,19.0,44.0,2.0,25.0,300.0,84.0,2.025,1016.0,-11.7,0.0,NW,3.0,Aotizhongxin
287,33936,2017,1,12,23,15.0,25.0,10.0,26.0,300.0,88.0,3.675,1016.5,-14.5,0.0,NW,2.4,Aotizhongxin
288,33937,2017,1,13,0,5.0,13.0,12.0,17.0,300.0,76.0,3.05,1017.0,-15.6,0.0,NW,3.1,Aotizhongxin
289,33938,2017,1,13,1,20.0,32.0,10.0,40.0,400.0,67.0,2.425,1017.0,-16.9,0.0,NW,2.6,Aotizhongxin
290,33939,2017,1,13,2,9.0,23.0,9.0,36.0,400.0,66.0,1.125,1018.0,-16.6,0.0,NE,3.3,Aotizhongxin
291,33940,2017,1,13,3,14.0,12.0,14.0,20.0,200.0,75.0,0.05,1018.5,-16.9,0.0,NE,4.0,Aotizhongxin
292,33941,2017,1,13,4,8.0,14.0,17.0,13.0,200.0,80.0,-0.875,1019.0,-18.4,0.0,NE,1.3,Aotizhongxin
293,33942,2017,1,13,5,10.0,23.0,17.0,19.0,200.0,83.0,-2.15,1019.0,-18.3,0.0,NE,0.9,Aotizhongxin
294,33943,2017,1,13,6,13.0,23.0,15.0,27.0,300.0,72.0,-3.175,1019.5,-18.0,0.0,NE,1.5,Aotizhongxin
295,33944,2017,1,13,7,17.0,32.0,21.0,36.0,400.0,60.0,-3.0,1020.0,-18.3,0.0,NE,2.9,Aotizhongxin
296,33945,2017,1,13,8,22.0,31.0,14.0,50.0,500.0,54.0,-2.175,1021.0,-18.0,0.0,NE,3.2,Aotizhongxin
297,33946,2017,1,13,9,8.0,28.0,10.0,31.0,400.0,68.0,-1.65,1021.75,-18.1,0.0,NW,5.3,Aotizhongxin
298,33947,2017,1,13,10,8.0,24.0,15.0,28.0,400.0,66.0,-0.9,1022.75,-18.5,0.0,NW,3.6,Aotizhongxin
299,33948,2017,1,13,11,20.0,31.0,19.0,19.0,400.0,79.0,0.15,1023.0,-18.6,0.0,NE,4.7,Aotizhongxin
300,33949,2017,1,13,12,13.0,26.0,19.0,10.0,300.0,89.0,1.025,1023.0,-19.6,0.0,NE,3.8,Aotizhongxin
301,33950,2017,1,13,13,7.0,22.0,6.0,16.0,300.0,88.0,1.95,1022.0,-20.4,0.0,NW,5.7,Aotizhongxin
302,33951,2017,1,13,14,15.0,24.0,6.0,15.0,300.0,90.0,2.8,1021.8,-21.5,0.0,NE,4.3,Aotizhongxin
303,33952,2017,1,13,15,9.0,27.0,7.0,9.0,200.0,89.0,3.2,1022.0,-22.1,0.0,NW,4.4,Aotizhongxin
304,33953,2017,1,13,16,15.0,29.0,12.0,9.0,200.0,85.0,3.25,1022.0,-22.8,0.0,NW,3.8,Aotizhongxin
305,33954,2017,1,13,17,17.0,26.0,12.0,24.0,300.0,87.0,2.9,1022.0,-22.9,0.0,NW,2.3,Aotizhongxin
306,33955,2017,1,13,18,18.0,33.0,14.0,37.0,300.0,73.0,2.175,1022.0,-22.9,0.0,NW,3.3,Aotizhongxin
307,33956,2017,1,13,19,16.0,33.0,17.0,35.0,400.0,61.0,1.525,1023.0,-23.4,0.0,NW,3.8,Aotizhongxin
308,33957,2017,1,13,20,21.0,40.0,16.0,42.0,600.0,62.0,0.825,1023.0,-23.9,0.0,NW,3.0,Aotizhongxin
309,33958,2017,1,13,21,18.0,37.0,25.0,42.0,500.0,55.0,0.075,1024.0,-23.6,0.0,NW,3.6,Aotizhongxin
310,33959,2017,1,13,22,15.0,34.0,26.0,44.0,400.0,57.0,-0.5,1024.75,-23.0,0.0,NW,3.4,Aotizhongxin
311,33960,2017,1,13,23,22.0,34.0,17.0,42.0,500.0,59.0,-0.8,1025.0,-23.0,0.0,NE,2.5,Aotizhongxin
312,33961,2017,1,14,0,17.0,37.0,20.0,48.0,100.0,45.0,-1.55,1026.0,-22.7,0.0,SE,0.6,Aotizhongxin
313,33962,2017,1,14,1,18.0,35.0,21.0,44.0,600.0,38.0,-2.425,1026.0,-22.1,0.0,NE,2.2,Aotizhongxin
314,33963,2017,1,14,2,17.0,27.0,16.0,49.0,700.0,38.0,-2.45,1026.5,-22.6,0.0,NE,1.2,Aotizhongxin
315,33964,2017,1,14,3,13.0,20.0,15.0,51.0,500.0,37.0,-4.125,1027.0,-21.6,0.0,NE,2.9,Aotizhongxin
316,33965,2017,1,14,4,21.0,31.0,14.0,50.0,600.0,84.0,-4.15,1027.25,-22.6,0.0,NE,2.6,Aotizhongxin
317,33966,2017,1,14,5,18.0,18.0,8.0,49.0,500.0,40.0,-4.875,1027.5,-21.7,0.0,NE,1.6,Aotizhongxin
318,33967,2017,1,14,6,11.0,20.0,14.0,50.0,500.0,35.0,-5.025,1027.25,-21.7,0.0,NE,3.1,Aotizhongxin
319,33968,2017,1,14,7,9.0,21.0,12.0,53.0,600.0,30.0,-4.95,1027.75,-21.9,0.0,NE,1.8,Aotizhongxin
320,33969,2017,1,14,8,24.0,43.0,14.0,68.0,700.0,15.0,-5.6,1028.25,-22.0,0.0,NE,1.5,Aotizhongxin
321,33970,2017,1,14,9,19.0,44.0,36.0,74.0,1100.0,23.0,-4.8,1029.0,-20.9,0.0,NE,2.9,Aotizhongxin
322,33971,2017,1,14,10,27.0,56.0,32.0,72.0,1200.0,35.0,-2.575,1030.0,-21.7,0.0,NE,3.6,Aotizhongxin
323,33972,2017,1,14,11,31.0,31.0,15.0,38.0,600.0,61.0,-1.475,1030.0,-22.0,0.0,NE,3.0,Aotizhongxin
324,33973,2017,1,14,12,18.0,18.0,12.0,33.0,500.0,59.0,-0.175,1029.75,-22.5,0.0,NE,1.3,Aotizhongxin
325,33974,2017,1,14,13,12.0,17.0,12.0,19.0,400.0,77.0,1.075,1028.75,-22.9,0.0,NE,1.7,Aotizhongxin
326,33975,2017,1,14,14,8.0,10.0,4.0,25.0,400.0,63.0,1.96,1028.0,-23.5,0.0,SE,2.5,Aotizhongxin
327,33976,2017,1,14,15,11.0,23.0,3.0,35.0,400.0,68.0,2.63333333333333,1028.0,-24.0,0.0,SE,2.1,Aotizhongxin
328,33977,2017,1,14,16,18.0,16.0,13.0,30.0,400.0,72.0,2.65,1028.0,-22.3,0.0,NE,2.4,Aotizhongxin
329,33978,2017,1,14,17,24.0,40.0,15.0,50.0,500.0,54.0,1.725,1028.5,-23.0,0.0,SE,1.6,Aotizhongxin
330,33979,2017,1,14,18,31.0,45.0,6.0,59.0,600.0,42.0,0.75,1029.25,-22.1,0.0,SE,1.7,Aotizhongxin
331,33980,2017,1,14,19,38.0,51.0,11.0,71.0,1000.0,19.0,-0.1,1030.0,-19.6,0.0,SE,1.4,Aotizhongxin
332,33981,2017,1,14,20,41.0,66.0,37.0,93.0,1900.0,22.0,-0.575,1030.0,-18.6,0.0,SE,2.3,Aotizhongxin
333,33982,2017,1,14,21,44.0,84.0,19.0,88.0,1600.0,8.0,-1.4,1031.0,-9.6,0.0,SE,1.9,Aotizhongxin
334,33983,2017,1,14,22,37.0,79.0,11.0,80.0,1000.0,17.0,-1.925,1031.5,-8.4,0.0,SW,2.0,Aotizhongxin
335,33984,2017,1,14,23,31.0,71.0,17.0,61.0,1100.0,29.0,-2.65,1032.25,-8.3,0.0,SW,2.0,Aotizhongxin
336,33985,2017,1,15,0,37.0,59.0,5.0,59.0,900.0,28.0,-3.5,1033.0,-8.3,0.0,SW,1.4,Aotizhongxin
337,33986,2017,1,15,1,32.0,47.0,15.0,54.0,800.0,29.0,-4.0,1033.0,-8.3,0.0,SW,0.6,Aotizhongxin
338,33987,2017,1,15,2,48.0,50.0,14.0,60.0,1100.0,17.0,-4.725,1033.0,-8.4,0.0,SW,0.7,Aotizhongxin
339,33988,2017,1,15,3,35.0,39.0,3.0,48.0,600.0,33.0,-4.825,1033.0,-8.2,0.0,NE,1.2,Aotizhongxin
340,33989,2017,1,15,4,35.0,40.0,14.0,62.0,700.0,67.0,-4.95,1033.0,-8.1,0.0,SW,1.6,Aotizhongxin
341,33990,2017,1,15,5,42.0,41.0,4.0,46.0,800.0,30.0,-4.05,1032.75,-7.9,0.0,SW,1.6,Aotizhongxin
342,33991,2017,1,15,6,22.0,36.0,14.0,35.0,600.0,54.0,-4.075,1032.0,-8.1,0.0,SW,0.7,Aotizhongxin
343,33992,2017,1,15,7,26.0,35.0,8.0,37.0,500.0,53.0,-4.125,1032.0,-8.5,0.0,SW,1.3,Aotizhongxin
344,33993,2017,1,15,8,17.0,39.0,2.0,32.0,500.0,44.0,-4.25,1031.5,-8.7,0.0,SW,1.4,Aotizhongxin
345,33994,2017,1,15,9,23.0,42.0,14.0,30.0,500.0,48.0,-4.025,1031.5,-8.9,0.0,SW,2.3,Aotizhongxin
346,33995,2017,1,15,10,22.0,52.0,14.0,55.0,700.0,38.0,-3.675,1031.5,-8.9,0.0,SW,2.7,Aotizhongxin
347,33996,2017,1,15,11,34.0,37.0,9.0,45.0,700.0,40.0,-2.66,1031.0,-9.3,0.0,SW,1.8,Aotizhongxin
348,33997,2017,1,15,12,48.0,54.0,16.0,34.0,600.0,60.0,-1.83333333333333,1029.66666666667,-9.3,0.0,SW,2.9,Aotizhongxin
349,33998,2017,1,15,13,49.0,57.0,22.0,37.0,600.0,65.0,-1.35,1028.5,-9.5,0.0,SW,3.3,Aotizhongxin
350,33999,2017,1,15,14,48.0,64.0,19.0,40.0,700.0,60.0,-1.06,1027.2,-9.3,0.0,SW,3.2,Aotizhongxin
351,34000,2017,1,15,15,53.0,69.0,12.0,43.0,800.0,61.0,-0.866666666666667,1026.66666666667,-9.3,0.0,SW,1.9,Aotizhongxin
352,34001,2017,1,15,16,57.0,72.0,11.0,48.0,700.0,61.0,-0.8,1026.25,-9.2,0.0,SW,1.9,Aotizhongxin
353,34002,2017,1,15,17,76.0,92.0,9.0,76.0,1200.0,28.0,-1.425,1026.0,-9.3,0.0,SW,1.0,Aotizhongxin
354,34003,2017,1,15,18,81.0,92.0,3.0,81.0,1200.0,14.0,-2.0,1026.0,-9.3,0.0,NW,0.6,Aotizhongxin
355,34004,2017,1,15,19,76.0,96.0,11.0,81.0,1300.0,17.0,-3.5,1027.0,-9.5,0.0,NE,0.5,Aotizhongxin
356,34005,2017,1,15,20,72.0,94.0,15.0,82.0,1400.0,22.0,-4.175,1027.0,-9.3,0.0,NE,1.9,Aotizhongxin
357,34006,2017,1,15,21,72.0,84.0,12.0,89.0,1500.0,22.0,-3.825,1027.25,-8.5,0.0,NE,1.5,Aotizhongxin
358,34007,2017,1,15,22,74.0,89.0,5.0,87.0,1500.0,20.0,-4.1,1027.25,-8.1,0.0,NE,1.5,Aotizhongxin
359,34008,2017,1,15,23,85.0,82.0,17.0,87.0,1400.0,11.0,-4.2,1028.0,-8.5,0.0,NE,1.4,Aotizhongxin
360,34009,2017,1,16,0,86.0,98.0,14.0,88.0,1600.0,22.0,-3.75,1028.0,-8.4,0.0,NE,1.4,Aotizhongxin
361,34010,2017,1,16,1,92.0,103.0,8.0,81.0,1500.0,14.0,-3.425,1027.5,-8.2,0.0,NE,1.2,Aotizhongxin
362,34011,2017,1,16,2,94.0,96.0,16.0,71.0,1600.0,17.0,-3.275,1028.0,-8.1,0.0,NE,1.5,Aotizhongxin
363,34012,2017,1,16,3,93.0,90.0,20.0,78.0,1600.0,13.0,-3.2,1028.0,-8.1,0.0,NE,2.0,Aotizhongxin
364,34013,2017,1,16,4,97.0,113.0,19.0,85.0,1800.0,55.0,-3.35,1027.0,-8.2,0.0,NE,1.3,Aotizhongxin
365,34014,2017,1,16,5,97.0,95.0,19.0,81.0,1900.0,13.0,-3.55,1027.0,-8.2,0.0,NE,1.4,Aotizhongxin
366,34015,2017,1,16,6,89.0,96.0,15.0,84.0,1900.0,24.0,-3.525,1027.0,-8.2,0.0,NE,1.3,Aotizhongxin
367,34016,2017,1,16,7,90.0,101.0,21.0,82.0,1900.0,21.0,-3.45,1028.0,-8.2,0.0,E,1.8,Aotizhongxin
368,34017,2017,1,16,8,87.0,103.0,21.0,81.0,1800.0,23.0,-3.225,1028.0,-8.2,0.0,NE,1.2,Aotizhongxin
369,34018,2017,1,16,9,89.0,100.0,23.0,84.0,1800.0,18.0,-3.1,1029.0,-7.8,0.0,NE,1.7,Aotizhongxin
370,34019,2017,1,16,10,66.0,66.0,27.0,73.0,1500.0,22.0,-2.65,1029.5,-7.5,0.0,NE,1.5,Aotizhongxin
371,34020,2017,1,16,11,60.0,60.0,27.0,61.0,1000.0,25.0,-2.08,1030.0,-7.5,0.0,NE,1.7,Aotizhongxin
372,34021,2017,1,16,12,72.0,72.0,31.0,66.0,1000.0,32.0,-0.933333333333333,1029.0,-7.2,0.0,NE,1.4,Aotizhongxin
373,34022,2017,1,16,13,71.0,71.0,28.0,72.0,1000.0,25.0,-0.525,1028.25,-7.2,0.0,NE,2.8,Aotizhongxin
374,34023,2017,1,16,14,79.0,102.0,14.0,69.0,1400.0,33.0,-0.38,1027.0,-7.4,0.0,SE,1.5,Aotizhongxin
375,34024,2017,1,16,15,96.0,104.0,13.0,71.0,1500.0,30.0,-0.266666666666667,1027.0,-7.8,0.0,NE,1.9,Aotizhongxin
376,34025,2017,1,16,16,116.0,116.0,20.0,78.0,1600.0,20.0,0.05,1027.0,-7.9,0.0,NE,1.7,Aotizhongxin
377,34026,2017,1,16,17,122.0,113.0,11.0,82.0,1500.0,24.0,-0.15,1027.0,-7.9,0.0,NE,2.2,Aotizhongxin
